Term/Year Code,Code,Name,Student Level,Total,Men,Women,Unreported Gender,Caucasian,Asian American,African American,Hispanic,Native American,International,Unreported Race,Illinois,Non-Illinois,Part time,Full time
120071,KL ,"Agr, Cons, Env Sci ",Graduate ,464,210,254,0,251,30,10,9,0,163,1,180,284,31,433
120071,KL ,"Agr, Cons, Env Sci ",Undergraduate ,2246,972,1271,3,1844,142,99,98,2,32,29,2168,78,18,2228
120071,KM ,Business ,Graduate ,915,574,340,1,327,81,23,12,2,420,50,415,500,24,891
120071,KM ,Business ,Undergraduate ,2870,1698,1166,6,1833,394,143,209,8,237,46,2453,417,83,2787
120071,KN ,Education ,Graduate ,785,239,546,0,379,37,112,50,6,187,14,486,299,193,592
120071,KN ,Education ,Undergraduate ,679,47,631,1,563,31,31,41,3,4,6,667,12,7,672
120071,KP ,Engineering ,Graduate ,2176,1799,377,0,719,171,24,41,3,1206,12,384,1792,78,2098
120071,KP ,Engineering ,Undergraduate ,4645,3979,659,7,3037,807,106,187,6,421,81,3652,993,172,4473
120071,KR ,Fine & Applied Arts ,Graduate ,847,409,438,0,515,38,28,30,1,218,17,333,514,64,783
120071,KR ,Fine & Applied Arts ,Undergraduate ,1822,879,942,1,1389,171,45,107,4,65,41,1618,204,45,1777
120071,KS ,Graduate College ,Graduate ,3,2,1,0,1,1,0,0,0,0,1,0,3,2,1
120071,KT ,Communications ,Graduate ,101,42,59,0,50,5,9,8,0,29,0,33,68,5,96
120071,KT ,Communications ,Undergraduate ,893,266,627,0,652,67,67,67,5,23,12,832,61,9,884
120071,KU ,Law ,Graduate ,37,18,19,0,1,0,0,1,0,35,0,3,34,0,37
120071,KU ,Law ,Professional ,612,382,229,1,287,103,34,48,3,22,115,408,204,34,578
120071,KV ,Liberal Arts & Sci ,Graduate ,2519,1330,1189,0,1218,149,68,96,8,956,24,470,2049,93,2426
120071,KV ,Liberal Arts & Sci ,Undergraduate ,14150,6756,7376,18,8856,1892,1272,1159,46,628,297,13002,1148,317,13833
120071,KY ,Applied Health Sci ,Graduate ,227,70,157,0,147,9,22,6,0,42,1,132,95,13,214
120071,KY ,Applied Health Sci ,Undergraduate ,1758,582,1173,3,1280,97,203,119,10,22,27,1663,95,19,1739
120071,LC ,Veterinary Medicine ,Graduate ,64,21,43,0,27,3,3,2,0,27,2,20,44,10,54
120071,LC ,Veterinary Medicine ,Professional ,410,88,322,0,284,18,2,6,2,2,96,349,61,4,406
120071,LE ,Institute of Aviation ,Graduate ,7,6,1,0,5,0,0,1,0,1,0,4,3,0,7
120071,LE ,Institute of Aviation ,Undergraduate ,222,205,17,0,195,8,6,8,0,1,4,204,18,14,208
120071,LG ,Labor & Industrial Relns ,Graduate ,125,41,84,0,71,7,10,7,0,26,4,79,46,3,122
120071,LL ,School of Social Work ,Graduate ,223,16,207,0,163,7,25,15,0,12,1,201,22,7,216
120071,LN ,Continuing Education ,Graduate ,71,21,50,0,48,9,8,2,1,0,3,2,69,62,9
120071,LP ,Library & Info Sci ,Graduate ,262,69,193,0,187,13,9,5,0,36,12,181,81,34,228
