Term/Year Code,Code,Name,Student Level,Total,Men,Women,Unreported Gender,Caucasian,Asian American,African American,Hispanic,Native American,International,Unreported Race,Illinois,Non-Illinois,Part time,Full time
120101,KL ,"Agr, Cons, Env Sci ",Graduate ,506,246,260,0,256,26,13,7,0,200,4,182,324,24,482
120101,KL ,"Agr, Cons, Env Sci ",Undergraduate ,2281,991,1287,3,1750,154,97,119,5,106,50,2132,149,60,2221
120101,KM ,Business ,Graduate ,1048,608,435,5,402,103,33,24,0,459,27,496,552,7,1041
120101,KM ,Business ,Undergraduate ,2699,1552,1146,1,1549,435,133,196,5,313,68,2199,500,49,2650
120101,KN ,Education ,Graduate ,741,232,509,0,350,44,121,56,6,147,17,450,291,158,583
120101,KN ,Education ,Undergraduate ,667,37,629,1,543,44,22,36,1,7,14,645,22,5,662
120101,KP ,Engineering ,Graduate ,2326,1905,421,0,773,164,22,41,0,1296,30,459,1867,71,2255
120101,KP ,Engineering ,Undergraduate ,5347,4447,893,7,3062,840,112,216,9,977,131,3780,1567,163,5184
120101,KR ,Fine & Applied Arts ,Graduate ,827,390,437,0,463,44,24,30,5,233,28,309,518,77,750
120101,KR ,Fine & Applied Arts ,Undergraduate ,1790,853,937,0,1241,178,82,124,5,115,45,1541,249,67,1723
120101,KS ,Graduate College ,Graduate ,3,1,2,0,2,0,0,0,0,0,1,1,2,3,0
120101,KT ,Media ,Graduate ,85,36,49,0,29,7,11,7,0,29,2,32,53,10,75
120101,KT ,Media ,Undergraduate ,1001,299,702,0,676,80,97,66,2,54,26,883,118,21,980
120101,KU ,Law ,Graduate ,91,35,56,0,0,0,0,0,0,91,0,0,91,0,91
120101,KU ,Law ,Professional ,602,346,256,0,393,55,44,30,5,25,50,376,226,2,600
120101,KV ,Liberal Arts & Sci ,Graduate ,2562,1315,1247,0,1244,171,60,103,8,926,50,513,2049,87,2475
120101,KV ,Liberal Arts & Sci ,Undergraduate ,11247,5476,5759,12,6595,1699,896,833,26,863,335,9962,1285,237,11010
120101,KW ,General Studies ,Undergraduate ,2574,1324,1247,3,1519,336,244,225,3,185,62,2305,269,1,2573
120101,KY ,Applied Health Sci ,Graduate ,281,103,178,0,182,11,20,7,2,52,7,172,109,21,260
120101,KY ,Applied Health Sci ,Undergraduate ,1891,629,1258,4,1273,153,217,160,14,30,44,1777,114,22,1869
120101,LC ,Veterinary Medicine ,Graduate ,64,28,36,0,29,1,1,4,0,28,1,19,45,10,54
120101,LC ,Veterinary Medicine ,Professional ,458,94,363,1,298,14,3,12,1,2,128,380,78,10,448
120101,LE ,Institute of Aviation ,Graduate ,11,3,8,0,5,0,0,0,0,6,0,4,7,0,11
120101,LE ,Institute of Aviation ,Undergraduate ,156,145,11,0,122,15,4,11,0,2,2,142,14,10,146
120101,LG ,Labor & Empl. Rel. ,Graduate ,140,48,92,0,64,9,13,3,0,49,2,78,62,5,135
120101,LL ,School of Social Work ,Graduate ,236,27,209,0,169,8,24,8,0,16,11,210,26,4,232
120101,LN ,Continuing Education ,Graduate ,94,27,67,0,75,6,6,1,0,0,6,1,93,82,12
120101,LP ,Library & Info Sci ,Graduate ,310,86,223,1,223,20,15,10,2,23,17,197,113,43,267
