Term/Year Code,Code,Name,Student Level,Total,Men,Women,Unreported Gender,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unreported Race,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Part time,Full time
120161,KL ,"Agr, Cons, Env Sci ",Graduate ,563,249,314,0,270,28,12,27,0,0,10,209,7,15,3,0,35,182,381,37,526
120161,KL ,"Agr, Cons, Env Sci ",Undergraduate ,2544,1129,1415,0,1634,252,144,238,1,1,75,185,14,177,33,7,306,2208,336,152,2392
120161,KM ,Business ,Graduate ,1225,639,586,0,363,103,38,28,1,0,15,668,9,42,10,1,111,492,733,9,1216
120161,KM ,Business ,Undergraduate ,2875,1567,1308,0,1390,505,102,220,1,3,58,583,13,116,22,8,547,2017,858,137,2738
120161,KN ,Education ,Graduate ,567,184,383,0,264,31,105,47,3,2,13,95,7,124,10,2,33,348,219,110,457
120161,KN ,Education ,Undergraduate ,601,48,553,0,422,59,25,63,0,1,12,18,1,31,3,2,66,573,28,5,596
120161,KP ,Engineering ,Graduate ,2984,2346,638,0,703,201,27,75,3,1,32,1925,17,37,12,2,230,416,2568,102,2882
120161,KP ,Engineering ,Undergraduate ,7198,5869,1329,0,3003,1636,95,382,5,4,231,1775,67,130,39,21,1844,4034,3164,426,6772
120161,KR ,Fine & Applied Arts ,Graduate ,773,363,410,0,371,37,18,40,1,0,11,290,5,22,7,1,48,226,547,97,676
120161,KR ,Fine & Applied Arts ,Undergraduate ,1455,640,815,0,761,140,81,155,0,2,49,256,11,102,16,9,176,1077,378,80,1375
120161,KS ,Graduate College ,Graduate ,66,42,24,0,38,6,2,1,0,0,2,16,1,3,0,0,7,43,23,31,35
120161,KT ,Media ,Graduate ,78,21,57,0,17,3,5,4,0,0,2,47,0,6,2,0,4,18,60,11,67
120161,KT ,Media ,Undergraduate ,1038,340,698,0,640,95,79,101,0,1,36,79,7,91,9,6,122,892,146,60,978
120161,KU ,Law ,Graduate ,85,32,53,0,1,1,2,0,0,0,0,81,0,2,0,0,1,1,84,1,84
120161,KU ,Law ,Professional ,485,290,195,0,256,48,30,40,0,1,12,58,40,39,3,3,59,270,215,4,481
120161,KV ,Liberal Arts & Sci ,Graduate ,2418,1227,1191,0,982,153,46,131,4,2,56,1021,23,68,24,8,203,352,2066,65,2353
120161,KV ,Liberal Arts & Sci ,Undergraduate ,11170,5768,5402,0,4935,2014,717,1163,7,6,321,1924,83,860,87,45,2282,8363,2807,525,10645
120161,KW ,General Studies ,Undergraduate ,2276,1369,907,0,983,372,191,352,2,1,55,311,9,226,29,13,408,1880,396,6,2270
120161,KY ,Applied Health Sci ,Graduate ,270,76,194,0,165,14,21,12,1,0,5,49,3,23,4,0,18,156,114,11,259
120161,KY ,Applied Health Sci ,Undergraduate ,1920,626,1294,0,1100,239,223,256,2,3,58,30,9,253,23,14,281,1792,128,56,1864
120161,LC ,Veterinary Medicine ,Graduate ,75,23,52,0,45,6,1,3,0,0,1,18,1,1,0,0,8,28,47,7,68
120161,LC ,Veterinary Medicine ,Professional ,489,69,420,0,379,17,2,13,0,0,5,4,69,3,1,0,20,354,135,5,484
120161,LG ,Labor & Empl. Rel. ,Graduate ,141,43,98,0,51,7,12,6,1,0,3,60,1,12,2,0,9,70,71,5,136
120161,LL ,School of Social Work ,Graduate ,202,28,174,0,123,10,29,20,0,0,9,10,1,36,1,0,14,176,26,4,198
120161,LL ,School of Social Work ,Undergraduate ,224,24,200,0,130,16,27,41,0,0,8,0,2,35,3,0,19,213,11,3,221
120161,LN ,Center Innov in Teach Learn ,Graduate ,46,13,33,0,32,5,4,2,0,0,1,1,1,4,2,0,5,5,41,38,8
120161,LN ,Center Innov in Teach Learn ,Undergraduate ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
120161,LP ,Library & Info Sci ,Graduate ,269,72,197,0,193,5,12,18,0,0,3,36,2,16,2,1,9,143,126,25,244
