Term/Year Code,Code,Name,Student Level,Total,Men,Women,Unreported Gender,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unreported Race,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Part time,Full time
120171,KL ,"Agr, Cons, Env Sci ",Graduate ,672,296,376,0,366,25,10,35,0,0,13,209,14,14,4,0,37,246,426,145,527
120171,KL ,"Agr, Cons, Env Sci ",Undergraduate ,2492,1075,1417,0,1570,248,148,263,2,1,64,189,7,177,23,6,303,2142,350,112,2380
120171,KM ,Business ,Graduate ,1731,1025,706,0,623,218,67,85,0,0,15,607,116,79,13,3,271,618,1113,163,1568
120171,KM ,Business ,Undergraduate ,2896,1567,1329,0,1406,523,99,220,1,3,63,567,14,121,20,5,568,2048,848,122,2774
120171,KN ,Education ,Graduate ,776,247,528,1,421,49,119,59,4,1,16,94,13,138,13,1,56,504,272,199,577
120171,KN ,Education ,Undergraduate ,604,55,549,0,412,49,36,79,1,0,7,19,1,41,5,0,54,575,29,9,595
120171,KP ,Engineering ,Graduate ,3357,2606,751,0,775,264,29,76,3,1,35,2111,63,37,15,4,331,440,2917,295,3062
120171,KP ,Engineering ,Undergraduate ,7205,5731,1474,0,2857,1718,98,459,3,4,239,1780,47,149,35,23,1929,4040,3165,450,6755
120171,KR ,Fine & Applied Arts ,Graduate ,775,368,407,0,340,43,22,34,2,0,10,322,2,26,5,0,53,189,586,99,676
120171,KR ,Fine & Applied Arts ,Undergraduate ,1521,657,864,0,781,155,94,179,0,3,51,254,4,117,17,10,191,1135,386,74,1447
120171,KS ,Graduate College ,Graduate ,66,41,25,0,38,6,2,1,0,0,2,17,0,3,0,0,7,42,24,25,41
120171,KT ,Media ,Graduate ,73,19,54,0,22,4,4,4,0,0,2,37,0,4,2,0,6,23,50,9,64
120171,KT ,Media ,Undergraduate ,1064,369,695,0,626,107,89,106,1,2,38,91,4,105,13,5,133,903,161,61,1003
120171,KU ,Law ,Graduate ,67,28,39,0,1,0,2,1,0,0,0,61,2,3,0,0,0,4,63,1,66
120171,KU ,Law ,Professional ,442,256,186,0,236,46,26,32,0,0,10,56,36,32,2,1,56,246,196,6,436
120171,KV ,Liberal Arts & Sci ,Graduate ,2483,1242,1241,0,968,146,54,145,3,1,60,1078,28,80,23,8,197,345,2138,114,2369
120171,KV ,Liberal Arts & Sci ,Undergraduate ,11360,5793,5567,0,4890,2141,712,1277,8,9,341,1935,47,862,105,58,2416,8465,2895,547,10813
120171,KW ,General Studies ,Undergraduate ,2442,1430,1012,0,982,371,266,399,2,0,82,334,6,306,36,11,431,2028,414,4,2438
120171,KY ,Applied Health Sci ,Graduate ,324,103,221,0,203,22,18,18,0,0,7,53,3,19,2,1,29,185,139,33,291
120171,KY ,Applied Health Sci ,Undergraduate ,1964,632,1332,0,1094,263,245,272,1,0,58,28,3,279,22,13,305,1824,140,57,1907
120171,LC ,Veterinary Medicine ,Graduate ,69,19,50,0,42,5,1,1,0,0,2,17,1,1,0,0,7,25,44,7,62
120171,LC ,Veterinary Medicine ,Professional ,528,73,455,0,447,24,3,20,1,0,8,3,22,6,3,1,30,322,206,7,521
120171,LG ,Labor & Empl. Rel. ,Graduate ,204,69,135,0,83,21,18,15,2,0,5,55,5,20,4,0,25,116,88,6,198
120171,LL ,School of Social Work ,Graduate ,286,36,250,0,190,13,39,19,0,1,9,14,1,43,2,1,19,253,33,5,281
120171,LL ,School of Social Work ,Undergraduate ,260,30,230,0,149,17,26,53,0,0,9,4,2,34,4,0,20,242,18,9,251
120171,LN ,Center Innov in Teach Learn ,Graduate ,216,88,125,3,129,16,6,14,0,0,4,3,44,6,2,1,24,8,208,195,21
120171,LN ,Center Innov in Teach Learn ,Undergraduate ,19,8,11,0,8,1,1,1,0,0,0,0,8,1,0,0,2,1,18,19,0
120171,LP ,School of Information Sciences ,Graduate ,640,162,474,4,444,21,27,28,0,1,15,99,5,35,4,2,32,370,270,162,478
120171,NB ,Provost & VC Acad Affairs ,Undergraduate ,6,5,1,0,4,0,1,1,0,0,0,0,0,1,0,0,0,6,0,6,0
