Term/Year Code,Code,Name,Student Level,Total,Men,Women,Unreported Gender,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unreported Race,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Part time,Full time
120155,KL ,"Agr, Cons, Env Sci ",Graduate ,396,175,221,0,200,18,10,22,1,0,5,135,5,14,2,0,22,140,256,155,241
120155,KL ,"Agr, Cons, Env Sci ",Undergraduate ,537,248,289,0,323,58,37,51,1,0,14,51,2,48,5,1,67,452,85,297,240
120155,KM ,Business ,Graduate ,585,265,320,0,110,34,23,11,0,0,5,396,6,26,4,0,36,182,403,114,471
120155,KM ,Business ,Undergraduate ,654,340,314,0,293,116,15,40,0,0,10,178,2,19,3,3,124,411,243,328,326
120155,KN ,Education ,Graduate ,464,125,339,0,279,21,74,41,2,3,8,25,11,87,5,3,23,318,146,228,236
120155,KN ,Education ,Undergraduate ,89,5,84,0,65,7,2,12,0,0,1,2,0,3,0,0,8,86,3,48,41
120155,KP ,Engineering ,Graduate ,1407,1093,314,0,323,72,12,45,0,0,10,938,7,15,6,0,83,165,1242,507,900
120155,KP ,Engineering ,Undergraduate ,1453,1149,303,1,480,266,24,86,1,2,36,547,11,33,8,6,298,686,767,815,638
120155,KR ,Fine & Applied Arts ,Graduate ,174,90,84,0,85,6,11,10,1,0,2,58,1,13,2,0,8,64,110,96,78
120155,KR ,Fine & Applied Arts ,Undergraduate ,213,89,124,0,117,18,10,21,0,0,7,38,2,14,0,1,24,158,55,123,90
120155,KS ,Graduate College ,Graduate ,44,16,28,0,32,3,1,0,0,0,1,7,0,2,1,1,4,36,8,35,9
120155,KT ,Media ,Graduate ,21,4,17,0,3,3,4,2,0,0,1,8,0,4,2,0,4,4,17,11,10
120155,KT ,Media ,Undergraduate ,170,49,121,0,112,15,6,12,0,0,5,20,0,8,4,0,19,135,35,96,74
120155,KU ,Law ,Graduate ,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0
120155,KU ,Law ,Professional ,82,45,37,0,29,6,7,8,0,0,3,25,4,10,1,1,8,29,53,69,13
120155,KV ,Liberal Arts & Sci ,Graduate ,1217,644,573,0,533,80,28,76,4,2,30,451,13,42,18,3,105,159,1058,438,779
120155,KV ,Liberal Arts & Sci ,Undergraduate ,2468,1307,1161,0,1057,430,211,188,1,1,69,495,16,242,13,9,486,1788,680,1217,1251
120155,KW ,General Studies ,Undergraduate ,388,228,160,0,170,62,33,46,0,0,15,59,3,40,5,4,73,297,91,196,192
120155,KY ,Applied Health Sci ,Graduate ,104,19,85,0,67,6,11,9,1,0,2,7,1,11,2,0,8,67,37,34,70
120155,KY ,Applied Health Sci ,Undergraduate ,470,174,296,0,265,49,80,51,0,1,13,10,1,92,4,2,60,407,63,199,271
120155,LC ,Veterinary Medicine ,Graduate ,23,7,16,0,16,1,0,1,0,0,0,5,0,0,0,0,1,8,15,7,16
120155,LC ,Veterinary Medicine ,Professional ,118,24,94,0,94,5,1,3,0,0,1,0,14,1,0,0,6,100,18,0,118
120155,LG ,Labor & Empl. Rel. ,Graduate ,11,2,9,0,0,0,1,0,0,0,0,10,0,1,0,0,0,2,9,8,3
120155,LL ,School of Social Work ,Graduate ,163,18,145,0,101,10,24,17,0,0,4,6,1,29,1,0,11,143,20,16,147
120155,LL ,School of Social Work ,Undergraduate ,29,2,27,0,21,0,3,4,0,0,1,0,0,7,0,0,0,28,1,13,16
120155,LN ,Center Innov in Teach Learn ,Graduate ,70,24,42,4,37,2,3,1,0,0,0,1,26,3,0,0,2,4,66,63,7
120155,LN ,Center Innov in Teach Learn ,Undergraduate ,84,27,52,5,30,4,3,3,0,0,0,7,37,3,0,0,4,0,84,78,6
120155,LP ,Library & Info Sci ,Graduate ,107,29,78,0,77,1,5,12,0,0,1,8,3,7,1,0,2,64,43,62,45
120155,NB ,Provost & VC Acad Affairs ,Undergraduate ,141,74,67,0,67,15,18,26,0,0,2,0,13,22,4,1,19,50,91,128,13
