Term/Year Code,Code,Name,Student Level,Total,Men,Women,Unreported Gender,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unreported Race,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Part time,Full time
120175,KL ,"Agr, Cons, Env Sci ",Graduate ,412,186,226,0,236,15,8,22,0,0,9,114,8,11,3,0,21,152,260,193,219
120175,KL ,"Agr, Cons, Env Sci ",Undergraduate ,443,191,252,0,268,46,35,36,0,0,13,43,2,43,5,0,54,369,74,266,177
120175,KM ,Business ,Graduate ,1136,681,454,1,465,171,63,58,0,2,11,293,73,74,5,2,211,317,819,396,740
120175,KM ,Business ,Undergraduate ,669,342,327,0,308,128,22,38,0,0,13,157,3,27,3,0,136,425,244,376,293
120175,KN ,Education ,Graduate ,423,101,322,0,267,23,71,34,1,0,8,13,6,82,6,0,26,289,134,246,177
120175,KN ,Education ,Undergraduate ,116,16,100,0,85,8,3,14,1,0,5,0,0,5,1,0,11,112,4,65,51
120175,KP ,Engineering ,Graduate ,1746,1346,400,0,368,161,22,59,2,1,19,1068,46,25,6,3,213,187,1559,703,1043
120175,KP ,Engineering ,Undergraduate ,1470,1151,319,0,471,299,16,84,2,0,42,549,7,27,10,7,336,691,779,876,594
120175,KR ,Fine & Applied Arts ,Graduate ,169,86,83,0,83,9,4,7,2,0,1,63,0,5,3,0,11,52,117,77,92
120175,KR ,Fine & Applied Arts ,Undergraduate ,203,81,122,0,109,16,13,17,0,0,11,37,0,17,3,2,22,146,57,118,85
120175,KS ,Graduate College ,Graduate ,29,20,9,0,13,6,1,0,0,0,1,7,1,2,0,0,6,18,11,15,14
120175,KT ,Media ,Graduate ,29,5,24,0,8,1,2,3,0,0,1,14,0,2,1,0,3,9,20,13,16
120175,KT ,Media ,Undergraduate ,174,52,122,0,109,13,18,8,0,0,6,20,0,23,3,1,19,139,35,92,82
120175,KU ,Law ,Graduate ,3,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,3,1,2
120175,KU ,Law ,Professional ,59,35,24,0,30,2,3,6,0,0,0,14,4,3,0,0,2,28,31,58,1
120175,KV ,Liberal Arts & Sci ,Graduate ,1207,617,590,0,487,75,38,100,2,0,33,461,11,58,15,5,104,166,1041,394,813
120175,KV ,Liberal Arts & Sci ,Undergraduate ,2372,1239,1133,0,1007,427,142,179,2,0,69,536,10,180,15,10,478,1630,742,1271,1101
120175,KW ,General Studies ,Undergraduate ,377,234,143,0,151,59,44,37,1,0,17,65,3,54,4,0,72,269,108,181,196
120175,KY ,Applied Health Sci ,Graduate ,166,36,130,0,108,14,13,14,0,0,4,12,1,14,1,1,18,106,60,62,104
120175,KY ,Applied Health Sci ,Undergraduate ,387,145,242,0,200,50,69,38,0,0,19,9,2,82,7,1,60,333,54,172,215
120175,LC ,Veterinary Medicine ,Graduate ,25,8,17,0,15,2,0,1,0,0,1,5,1,1,1,0,3,11,14,9,16
120175,LC ,Veterinary Medicine ,Professional ,118,13,105,0,102,5,1,3,0,0,1,1,5,1,0,0,6,87,31,1,117
120175,LG ,Labor & Empl. Rel. ,Graduate ,50,11,39,0,23,5,5,4,1,0,0,10,2,7,1,0,5,28,22,12,38
120175,LL ,School of Social Work ,Graduate ,266,33,233,0,182,12,41,20,0,0,6,4,1,45,1,0,16,245,21,34,232
120175,LL ,School of Social Work ,Undergraduate ,35,4,31,0,21,3,4,5,0,0,1,1,0,6,0,0,3,33,2,18,17
120175,LN ,Center Innov in Teach Learn ,Graduate ,153,41,111,1,86,9,7,9,0,0,5,1,36,11,1,0,12,2,151,134,19
120175,LN ,Center Innov in Teach Learn ,Undergraduate ,132,59,70,3,39,15,6,11,0,1,5,2,53,11,1,2,26,0,132,111,21
120175,LP ,School of Information Sciences ,Graduate ,356,76,277,3,276,10,12,15,0,0,10,27,6,16,4,1,17,239,117,209,147
120175,NB ,Provost & VC Acad Affairs ,Undergraduate ,126,47,79,0,52,12,17,26,0,0,9,0,10,22,2,1,22,48,78,114,12
