Term/Year Code,Code,Name,Student Level,Total,Men,Women,Unreported Gender,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unreported Race,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Part time,Full time
120195,KL ,"Agr, Cons, Env Sci ",Graduate ,380,158,222,0,203,16,11,22,0,0,8,118,2,12,2,0,22,155,225,181,199
120195,KL ,"Agr, Cons, Env Sci ",Undergraduate ,461,192,269,0,252,50,49,58,0,0,11,41,0,51,6,2,56,395,66,218,243
120195,KM ,Business ,Graduate ,2793,1756,1028,9,1215,554,136,178,2,3,44,393,268,168,21,6,745,703,2090,1048,1745
120195,KM ,Business ,Undergraduate ,558,289,269,0,242,104,22,58,0,0,18,113,1,30,4,2,119,386,172,302,256
120195,KN ,Education ,Graduate ,588,169,418,1,342,36,96,59,0,0,12,23,20,105,10,1,48,300,288,320,268
120195,KN ,Education ,Undergraduate ,84,12,72,0,56,11,9,5,0,0,2,1,0,11,0,0,11,77,7,47,37
120195,KP ,Engineering ,Graduate ,2237,1764,473,0,477,260,24,72,1,0,25,1124,254,31,14,2,502,176,2061,1161,1076
120195,KP ,Engineering ,Undergraduate ,1295,952,342,1,386,327,28,83,0,0,35,426,10,37,6,5,365,616,679,760,535
120195,KR ,Fine & Applied Arts ,Graduate ,179,78,101,0,79,7,5,13,0,0,7,67,1,10,5,0,11,58,121,87,92
120195,KR ,Fine & Applied Arts ,Undergraduate ,228,88,140,0,116,33,12,23,0,0,10,34,0,16,7,1,40,179,49,115,113
120195,KS ,Graduate College ,Graduate ,18,10,8,0,7,1,3,0,0,0,1,6,0,4,0,0,1,7,11,6,12
120195,KT ,Media ,Graduate ,61,18,43,0,34,5,7,6,0,0,0,9,0,7,0,0,5,28,33,10,51
120195,KT ,Media ,Undergraduate ,147,53,94,0,85,11,17,12,0,0,9,13,0,22,3,0,15,129,18,83,64
120195,KU ,Law ,Graduate ,3,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,1
120195,KU ,Law ,Professional ,58,36,22,0,27,8,3,5,0,0,1,13,1,3,0,0,10,23,35,44,14
120195,KV ,Liberal Arts & Sci ,Graduate ,1145,567,578,0,449,60,36,114,0,1,31,444,10,58,12,4,93,149,996,330,815
120195,KV ,Liberal Arts & Sci ,Undergraduate ,2375,1194,1179,2,907,419,224,211,0,1,81,521,11,253,18,10,493,1665,710,1195,1180
120195,KW ,General Studies ,Undergraduate ,385,248,137,0,139,70,62,44,0,0,13,56,1,70,1,3,80,286,99,181,204
120195,KY ,Applied Health Sci ,Graduate ,126,34,92,0,89,8,8,7,0,0,7,7,0,10,3,0,11,80,46,56,70
120195,KY ,Applied Health Sci ,Undergraduate ,446,162,284,0,234,53,83,46,0,0,18,12,0,90,5,0,67,371,75,156,290
120195,LC ,Veterinary Medicine ,Graduate ,32,12,20,0,12,0,1,3,0,0,1,15,0,2,1,0,1,5,27,11,21
120195,LC ,Veterinary Medicine ,Professional ,146,21,125,0,124,10,2,8,0,0,1,0,1,3,1,0,10,75,71,1,145
120195,LG ,Labor & Empl. Rel. ,Graduate ,66,21,45,0,25,4,19,6,0,0,4,6,2,22,1,0,7,38,28,9,57
120195,LL ,School of Social Work ,Graduate ,287,33,254,0,184,14,43,36,0,0,7,0,3,50,5,0,16,276,11,28,259
120195,LL ,School of Social Work ,Undergraduate ,34,7,27,0,19,3,3,7,0,0,2,0,0,5,2,0,3,31,3,16,18
120195,LN ,Center Innov in Teach Learn ,Graduate ,177,60,115,2,101,17,8,15,0,0,7,7,22,10,3,0,25,4,173,143,34
120195,LN ,Center Innov in Teach Learn ,Undergraduate ,223,98,116,9,77,31,10,15,0,0,3,2,85,11,1,0,41,1,222,176,47
120195,LP ,School of Information Sciences ,Graduate ,397,103,292,2,260,5,18,34,0,0,6,70,4,22,6,0,7,236,161,242,155
120195,LT ,Carle Illinois Medicine ,Professional ,62,35,26,1,19,28,3,3,1,0,4,0,4,4,3,1,32,8,54,0,62
120195,NB ,Provost & VC Acad Affairs ,Undergraduate ,57,17,39,1,9,4,20,15,0,0,1,0,8,23,1,0,5,1,56,57,0
