Term/Year Code,Code,Name,Student Level,Total,Men,Women,Unreported Gender,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unreported Race,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,URM,Illinois,Non-Illinois,Part time,Full time
120231,KL ,"Agr, Cons, Env Sci ",Graduate ,685,247,435,3,313,36,16,57,1,0,9,240,13,23,7,0,44,78,245,440,180,505
120231,KL ,"Agr, Cons, Env Sci ",Undergraduate ,2588,1133,1454,1,1440,267,153,502,2,2,71,121,30,207,30,16,327,697,2304,284,142,2446
120231,KM ,Business ,Graduate ,5860,3586,2252,22,2235,1053,285,399,5,6,87,993,797,333,46,22,1117,741,1595,4265,3580,2280
120231,KM ,Business ,Undergraduate ,2917,1654,1261,2,1215,693,118,342,0,0,100,415,34,162,27,8,782,491,2235,682,83,2834
120231,KN ,Education ,Graduate ,1135,313,817,5,570,81,154,122,0,4,28,108,68,187,22,5,95,296,535,600,812,323
120231,KN ,Education ,Undergraduate ,673,59,614,0,391,65,41,133,0,0,24,17,2,50,11,3,86,185,650,23,30,643
120231,KP ,Grainger Engineering ,Graduate ,5313,4011,1279,23,1050,757,64,181,2,2,85,2866,306,90,32,9,837,275,606,4707,1658,3655
120231,KP ,Grainger Engineering ,Undergraduate ,7941,6008,1931,2,2404,2499,126,659,1,2,291,1716,243,181,39,23,2777,843,4216,3725,631,7310
120231,KR ,Fine & Applied Arts ,Graduate ,687,294,392,1,281,45,28,44,0,0,14,275,0,36,3,1,55,79,169,518,54,633
120231,KR ,Fine & Applied Arts ,Undergraduate ,1726,736,987,3,805,255,130,283,0,1,74,162,16,169,24,7,323,444,1400,326,69,1657
120231,KS ,Graduate College ,Graduate ,9,5,4,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,2,7,4,5
120231,KT ,Media ,Graduate ,102,41,61,0,27,5,7,7,0,0,2,49,5,10,2,0,6,15,25,77,22,80
120231,KT ,Media ,Undergraduate ,892,336,556,0,443,120,82,139,1,0,31,71,5,104,17,2,138,240,748,144,53,839
120231,KU ,Law ,Graduate ,120,62,57,1,3,1,3,0,0,0,1,111,1,4,1,0,1,4,5,115,4,116
120231,KU ,Law ,Professional ,525,279,245,1,271,66,24,55,0,1,14,50,44,28,3,2,79,85,235,290,5,520
120231,KV ,Liberal Arts & Sci ,Graduate ,2488,1271,1216,1,812,141,61,206,1,1,63,1181,22,95,27,6,195,289,304,2184,255,2233
120231,KV ,Liberal Arts & Sci ,Undergraduate ,11644,5584,6049,11,4359,2567,710,1591,2,1,439,1851,124,895,149,40,2947,2457,8671,2973,598,11046
120231,KW ,General Studies ,Undergraduate ,1745,972,772,1,642,234,187,339,1,2,49,276,15,220,31,10,279,548,1420,325,2,1743
120231,KY ,Applied Health Sci ,Graduate ,385,144,241,0,166,25,38,37,0,0,9,105,5,47,4,2,32,82,188,197,61,324
120231,KY ,Applied Health Sci ,Undergraduate ,2181,738,1443,0,1005,348,276,392,3,1,92,45,19,340,25,14,416,716,2017,164,65,2116
120231,LC ,Veterinary Medicine ,Graduate ,175,70,105,0,80,8,2,10,0,0,2,64,9,2,2,0,8,14,33,142,59,116
120231,LC ,Veterinary Medicine ,Professional ,556,85,471,0,434,27,10,63,0,0,17,3,2,16,3,1,40,79,306,250,28,528
120231,LG ,Labor & Empl. Rel. ,Graduate ,235,58,175,2,91,35,25,29,1,0,9,44,1,29,7,0,41,59,125,110,116,119
120231,LL ,School of Social Work ,Graduate ,399,68,329,2,259,15,48,53,0,0,12,12,0,59,4,1,20,109,361,38,197,202
120231,LL ,School of Social Work ,Undergraduate ,274,38,235,1,151,16,28,63,0,1,9,5,1,34,8,3,23,97,261,13,3,271
120231,LN ,Center Innov in Teach Learn ,Graduate ,105,37,67,1,66,4,4,9,0,0,5,11,6,6,1,1,7,16,2,103,99,6
120231,LN ,Center Innov in Teach Learn ,Undergraduate ,114,50,59,5,27,29,6,3,0,0,5,4,40,6,0,0,34,9,0,114,114,0
120231,LP ,School of Information Sciences ,Graduate ,1120,357,752,11,492,41,49,72,0,1,29,419,17,62,11,4,59,138,392,728,604,516
120231,LP ,School of Information Sciences ,Undergraduate ,483,286,196,1,101,181,28,57,0,0,8,101,7,33,3,0,191,86,308,175,17,466
120231,LT ,Carle Illinois Medicine ,Professional ,186,100,86,0,67,79,7,9,0,0,15,0,9,10,5,3,89,25,40,146,2,184
120231,NB ,Provost & VC Acad Affairs ,Undergraduate ,8,4,4,0,2,1,0,3,0,0,0,0,2,0,0,0,1,3,5,3,7,1
